experiment,well_name,process,Gene,parent_plate,parent_well,orig_exp
KMT2D_2_AA,C12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C12,AA
KMT2D_2_AA,D12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D12,AA
KMT2D_2_AA,E12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E12,AA
KMT2D_2_AA,F12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F12,AA
KMT2D_2_AA,G12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G12,AA
KMT2D_2_AA,H12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H12,AA
KMT2D_2_AB,A1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A1,AB
KMT2D_2_AB,B1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B1,AB
KMT2D_2_AB,C1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C1,AB
KMT2D_2_AB,D1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D1,AB
KMT2D_2_AB,E1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E1,AB
KMT2D_2_AB,F1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F1,AB
KMT2D_2_AB,G1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G1,AB
KMT2D_2_AB,H1,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H1,AB
KMT2D_2_AB,A2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A2,AB
KMT2D_2_AB,B2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B2,AB
KMT2D_2_AB,C2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C2,AB
KMT2D_2_AB,D2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D2,AB
KMT2D_2_AB,E2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E2,AB
KMT2D_2_AB,F2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F2,AB
KMT2D_2_AB,G2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G2,AB
KMT2D_2_AB,H2,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H2,AB
KMT2D_2_AB,A3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A3,AB
KMT2D_2_AB,B3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B3,AB
KMT2D_2_AB,C3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C3,AB
KMT2D_2_AB,D3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D3,AB
KMT2D_2_AB,E3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E3,AB
KMT2D_2_AB,F3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F3,AB
KMT2D_2_AB,G3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G3,AB
KMT2D_2_AB,H3,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H3,AB
KMT2D_2_AB,A4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A4,AB
KMT2D_2_AB,B4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B4,AB
KMT2D_2_AB,C4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C4,AB
KMT2D_2_AB,D4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D4,AB
KMT2D_2_AB,E4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E4,AB
KMT2D_2_AB,F4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F4,AB
KMT2D_2_AB,G4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G4,AB
KMT2D_2_AB,H4,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H4,AB
KMT2D_2_AB,A5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A5,AB
KMT2D_2_AB,B5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B5,AB
KMT2D_2_AB,C5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C5,AB
KMT2D_2_AB,D5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D5,AB
KMT2D_2_AB,E5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E5,AB
KMT2D_2_AB,F5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F5,AB
KMT2D_2_AB,G5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G5,AB
KMT2D_2_AB,H5,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H5,AB
KMT2D_2_AB,A6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A6,AB
KMT2D_2_AB,B6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B6,AB
KMT2D_2_AB,C6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C6,AB
KMT2D_2_AB,D6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D6,AB
KMT2D_2_AB,E6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E6,AB
KMT2D_2_AB,F6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F6,AB
KMT2D_2_AB,G6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G6,AB
KMT2D_2_AB,H6,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H6,AB
KMT2D_2_AB,A7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A7,AB
KMT2D_2_AB,B7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B7,AB
KMT2D_2_AB,C7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C7,AB
KMT2D_2_AB,D7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D7,AB
KMT2D_2_AB,E7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E7,AB
KMT2D_2_AB,F7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F7,AB
KMT2D_2_AB,G7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G7,AB
KMT2D_2_AB,H7,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H7,AB
KMT2D_2_AB,A8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A8,AB
KMT2D_2_AB,B8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B8,AB
KMT2D_2_AB,C8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C8,AB
KMT2D_2_AB,D8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D8,AB
KMT2D_2_AB,E8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E8,AB
KMT2D_2_AB,F8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F8,AB
KMT2D_2_AB,G8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G8,AB
KMT2D_2_AB,H8,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H8,AB
KMT2D_2_AB,A9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A9,AB
KMT2D_2_AB,B9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B9,AB
KMT2D_2_AB,C9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C9,AB
KMT2D_2_AB,D9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D9,AB
KMT2D_2_AB,E9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E9,AB
KMT2D_2_AB,F9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F9,AB
KMT2D_2_AB,G9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G9,AB
KMT2D_2_AB,H9,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H9,AB
KMT2D_2_AB,A10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A10,AB
KMT2D_2_AB,B10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B10,AB
KMT2D_2_AB,C10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C10,AB
KMT2D_2_AB,D10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D10,AB
KMT2D_2_AB,E10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E10,AB
KMT2D_2_AB,F10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F10,AB
KMT2D_2_AB,G10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G10,AB
KMT2D_2_AB,H10,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H10,AB
KMT2D_2_AB,A11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A11,AB
KMT2D_2_AB,B11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B11,AB
KMT2D_2_AB,C11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C11,AB
KMT2D_2_AB,D11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D11,AB
KMT2D_2_AB,E11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E11,AB
KMT2D_2_AB,F11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F11,AB
KMT2D_2_AB,G11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G11,AB
KMT2D_2_AB,H11,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H11,AB
KMT2D_2_AB,A12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,A12,AB
KMT2D_2_AB,B12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,B12,AB
KMT2D_2_AB,C12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,C12,AB
KMT2D_2_AB,D12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,D12,AB
KMT2D_2_AB,E12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,E12,AB
KMT2D_2_AB,F12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,F12,AB
KMT2D_2_AB,G12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,G12,AB
KMT2D_2_AB,H12,miseq_no_template,KMT2D_2,MiSeq_TT_FP_13,H12,AB
SETD1A_1_AC,A1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A1,AC
SETD1A_1_AC,B1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B1,AC
SETD1A_1_AC,C1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C1,AC
SETD1A_1_AC,D1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D1,AC
SETD1A_1_AC,E1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E1,AC
SETD1A_1_AC,F1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F1,AC
SETD1A_1_AC,G1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G1,AC
SETD1A_1_AC,H1,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H1,AC
SETD1A_1_AC,A2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A2,AC
SETD1A_1_AC,B2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B2,AC
SETD1A_1_AC,C2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C2,AC
SETD1A_1_AC,D2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D2,AC
SETD1A_1_AC,E2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E2,AC
SETD1A_1_AC,F2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F2,AC
SETD1A_1_AC,G2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G2,AC
SETD1A_1_AC,H2,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H2,AC
SETD1A_1_AC,A3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A3,AC
SETD1A_1_AC,B3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B3,AC
SETD1A_1_AC,C3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C3,AC
SETD1A_1_AC,D3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D3,AC
SETD1A_1_AC,E3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E3,AC
SETD1A_1_AC,F3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F3,AC
SETD1A_1_AC,G3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G3,AC
SETD1A_1_AC,H3,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H3,AC
SETD1A_1_AC,A4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A4,AC
SETD1A_1_AC,B4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B4,AC
SETD1A_1_AC,C4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C4,AC
SETD1A_1_AC,D4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D4,AC
SETD1A_1_AC,E4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E4,AC
SETD1A_1_AC,F4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F4,AC
SETD1A_1_AC,G4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G4,AC
SETD1A_1_AC,H4,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H4,AC
SETD1A_1_AC,A5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A5,AC
SETD1A_1_AC,B5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B5,AC
SETD1A_1_AC,C5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C5,AC
SETD1A_1_AC,D5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D5,AC
SETD1A_1_AC,E5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E5,AC
SETD1A_1_AC,F5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F5,AC
SETD1A_1_AC,G5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G5,AC
SETD1A_1_AC,H5,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H5,AC
SETD1A_1_AC,A6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,A6,AC
SETD1A_1_AC,B6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,B6,AC
SETD1A_1_AC,C6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,C6,AC
SETD1A_1_AC,D6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,D6,AC
SETD1A_1_AC,E6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,E6,AC
SETD1A_1_AC,F6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,F6,AC
SETD1A_1_AC,G6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,G6,AC
SETD1A_1_AC,H6,miseq_no_template,SETD1A_1,MiSeq_TT_FP_14,H6,AC
